speed_threshold,timeline,sec_name,n_points,coverage_density,coverage_time,coverage_max_gap,max_jerk,max_acceleration,max_speed,median_jerk,mean_median_jerk_ratio,gt_error
40,unimodal_trip_car_bike_mtv_la,suburb_bicycling/suburb_bicycling_5,1297,1.087267374828877,0.9511532922189674,0.05629829668993864,247928164.24669668,136307.3325610934,279.47052062544486,8.01013556806341,2.0788984057936478e-05,8.120676155485603e-10
40,car_scooter_brex_san_jose,freeway_driving_weekday/freeway_driving_weekday_0,1976,1.1924318924647042,0.986200062546549,0.019042297964298214,151112081609.92465,20535947.69653181,8541.95710011262,342.25200204654584,2.1994167109389215e-06,6.829429384774533e-10
40,car_scooter_brex_san_jose,bus trip with e-scooter access/city_escooter_0,1257,1.0417459760772478,0.9934683706131537,0.01802533834299065,4935907.724448558,43476.634445259006,502.0547502537558,6.605875227317612,0.0002678208860345418,6.416257647001624e-10
40,car_scooter_brex_san_jose,bus trip with e-scooter access/city_bus_rapid_transit_0,2745,1.163389687407169,0.9947987035337477,0.017757948316097772,35826754391.972404,6355086.317133674,4347.933272225148,509.8417355481122,1.1016249802232931e-05,6.217521112241125e-10
40,car_scooter_brex_san_jose,bus trip with e-scooter access/walk_back_from_bus_0,681,1.0434291626958394,0.9258487644796837,0.07470599177756035,56351.267981679404,567.5493244519706,31.223425744851525,1.005722590030597,0.005238185166687134,1.0612213331756848e-09
40,car_scooter_brex_san_jose,freeway_driving_weekday/freeway_driving_weekday_1,2032,1.18607065311847,0.9989970414600045,0.02626011114855976,84229162225.61896,5705626.6266704295,6065.473985767344,91.79615426411111,1.194216855448016e-06,6.829429384774533e-10
40,car_scooter_brex_san_jose,bus trip with e-scooter access/city_escooter_1,1236,1.0421526434890436,0.9896638012925421,0.021972043337679874,2230641144.4941573,2452248.3516314058,2699.7649082444364,8.970730523915886,4.92454835502376e-06,6.416257647001624e-10
40,car_scooter_brex_san_jose,bus trip with e-scooter access/city_bus_rapid_transit_1,2925,1.1515806544825775,0.9977417513851562,0.017029843354739588,96223493399.39684,8396581.646831073,12192.169554162947,579.5201631973832,5.7874996745982995e-06,6.217521112241125e-10
40,car_scooter_brex_san_jose,bus trip with e-scooter access/walk_back_from_bus_1,640,1.0474594139929772,0.9271520992138511,0.06463661490948798,38091.55802196029,1114.4063409175146,45.87924241969028,0.5322444954284278,0.0013473062910655345,1.0612213331756848e-09
40,car_scooter_brex_san_jose,freeway_driving_weekday/freeway_driving_weekday_2,1749,1.2237778381016993,0.9871036262267631,0.015043579031537267,66810161371.815636,11218340.202315893,16758.635545865138,663.8706905761559,4.302378807370095e-06,6.829429384774533e-10
40,car_scooter_brex_san_jose,bus trip with e-scooter access/city_escooter_2,1290,1.0406209181335506,0.9928261488319278,0.03731205112142282,6197281254.395787,353139.4009685597,309.0273974170241,10.028815998234567,2.0673823713822986e-06,6.416257647001624e-10
40,car_scooter_brex_san_jose,bus trip with e-scooter access/city_bus_rapid_transit_2,2622,1.1715913850747546,0.995985649197777,0.01986699263819206,18494387351567.406,189604456.44463024,6431.580338133334,701.8158727555324,9.843319193861714e-08,6.217521112241125e-10
40,car_scooter_brex_san_jose,bus trip with e-scooter access/walk_back_from_bus_2,620,1.0473522634796832,0.9180210011845933,0.07929141562651666,524584.4026437964,4973.660022367422,122.83702766808042,1.0548423022735907,0.00032744913221907206,1.0612213331756848e-09
40,car_scooter_brex_san_jose,freeway_driving_weekday/freeway_driving_weekday_3,1937,1.1965186374991097,0.9871808062998835,0.02425486208766065,618669003291.676,48823221.12023171,6874.942172113815,290.63085632415374,8.398769664863377e-07,6.829429384774533e-10
40,car_scooter_brex_san_jose,bus trip with e-scooter access/city_escooter_3,1403,1.0364829551693713,0.9954817042194246,0.05983833883575363,5862011.8593924465,48897.991985684974,536.5188304094216,11.201186999192082,0.00035800306956097966,6.416257647001624e-10
40,car_scooter_brex_san_jose,bus trip with e-scooter access/city_bus_rapid_transit_3,2456,1.18540429586999,0.9963241420773334,0.02113861871733805,301057383817.27966,19451772.408788953,3534.3239950524576,808.7960716081316,4.9348606075535385e-06,6.217521112241125e-10
40,car_scooter_brex_san_jose,bus trip with e-scooter access/walk_back_from_bus_3,648,1.0461283993757509,0.9351360110491609,0.06417141490468298,3320071.7379125636,22433.98190841253,258.0964325142359,0.805916350874217,4.523815884315561e-05,1.0612213331756848e-09
